1638099899.553226,0
1638099899.657638,20
1638099899.761514,19
1638099899.866223,20
1638099899.972958,20
1638099900.076128,20
1638099900.180098,20
1638099900.284275,20
1638099900.387759,20
1638099900.491786,20
1638099900.595292,20
1638099900.699992,20
1638099900.804305,20
1638099900.909003,6
1638099901.012545,5
1638099901.115449,5
1638099901.226515,10
1638099901.333412,11
1638099901.436753,12
1638099901.539718,13
1638099901.643480,15
1638099901.751341,20
1638099901.855454,20
1638099901.959503,20
1638099902.064343,9
1638099902.171351,6
1638099902.274806,7
1638099902.377794,9
1638099902.483147,10
1638099902.587682,11
1638099902.700200,12
1638099902.803362,12
1638099902.908029,13
1638099903.011483,14
1638099903.115272,15
1638099903.220551,15
1638099903.324545,16
1638099903.428793,16
1638099903.536184,17
1638099903.639797,18
1638099903.743688,18
1638099903.847357,19
1638099903.951474,19
1638099904.056227,19
1638099904.160138,19
1638099904.265968,20
1638099904.370900,20
1638099904.474582,14
1638099904.587252,14
1638099904.691826,9
1638099904.797792,10
1638099904.901781,11
1638099905.006011,11
1638099905.117703,12
1638099905.221404,13
1638099905.325645,14
1638099905.430436,15
1638099905.534698,15
1638099905.641379,16
1638099905.745698,16
1638099905.850297,17
1638099905.954643,18
1638099906.057451,18
1638099906.168616,19
1638099906.272553,19
1638099906.376190,19
1638099906.480955,11
1638099906.585121,12
1638099906.688246,20
1638099906.798176,20
1638099906.907641,13
1638099907.010873,7
1638099907.115332,7
1638099907.218928,8
1638099907.323231,10
1638099907.427065,11
1638099907.530925,12
1638099907.634586,12
1638099907.738647,13
1638099907.843408,14
1638099907.947427,15
1638099908.051428,14
1638099908.155442,15
1638099908.259894,16
1638099908.364926,16
1638099908.469314,17
1638099908.574362,18
1638099908.678910,18
1638099908.783650,19
1638099908.890506,19
1638099908.994485,19
1638099909.100185,20
1638099909.211985,20
1638099909.316997,20
1638099909.422082,19
1638099909.526741,8
1638099909.631248,9
1638099909.735420,10
1638099909.839742,11
1638099909.944082,11
1638099910.051681,12
1638099910.157079,13
1638099910.261349,15
1638099910.365232,15
1638099910.468935,16
1638099910.578094,17
1638099910.682679,17
1638099910.787785,18
1638099910.891751,18
1638099910.995543,19
1638099911.099102,19
1638099911.202529,20
1638099911.306305,20
1638099911.431696,14
1638099911.535837,20
1638099911.641390,18
1638099911.745441,10
1638099911.849268,12
1638099911.956114,12
1638099912.059933,9
1638099912.163492,10
1638099912.270396,12
1638099912.374922,13
1638099912.479905,14
1638099912.584844,15
1638099912.689622,15
1638099912.793969,16
1638099912.899059,17
1638099913.002140,17
1638099913.106653,18
1638099913.210262,18
1638099913.314084,19
1638099913.417971,19
1638099913.522495,20
1638099913.626216,19
1638099913.729885,20
1638099913.835176,20
1638099913.938685,20
1638099914.042647,13
1638099914.145805,20
1638099914.249623,20
1638099914.354957,5
1638099914.459700,7
1638099914.563199,9
1638099914.667314,9
1638099914.771193,10
1638099914.876673,11
1638099914.981349,12
1638099915.084371,13
1638099915.188562,13
1638099915.291577,14
1638099915.395371,15
1638099915.500321,15
1638099915.604614,16
1638099915.709962,17
1638099915.813561,16
1638099915.917386,18
1638099916.024520,18
1638099916.128390,19
1638099916.233322,20
1638099916.337662,20
1638099916.441437,12
1638099916.545621,13
1638099916.649471,20
1638099916.753505,18
1638099916.856754,8
1638099916.961994,10
1638099917.069069,7
1638099917.172665,8
1638099917.276857,9
1638099917.391752,10
1638099917.495036,11
1638099917.599119,12
1638099917.702578,13
1638099917.806095,13
1638099917.911109,14
1638099918.015416,15
1638099918.119358,15
1638099918.223096,16
1638099918.328315,17
1638099918.432643,17
1638099918.536490,18
1638099918.640301,18
1638099918.744867,19
1638099918.849461,20
1638099918.953614,20
1638099919.057472,20
1638099919.161653,13
1638099919.265825,16
1638099919.370473,16
1638099919.475273,17
1638099919.579515,18
1638099919.683518,19
1638099919.787347,20
1638099919.890949,18
1638099919.994250,5
1638099920.110156,7
1638099920.216397,8
1638099920.320294,9
1638099920.424630,10
1638099920.530523,11
1638099920.634626,12
1638099920.742543,12
1638099920.848163,13
1638099920.957155,13
1638099921.061155,15
1638099921.168774,16
1638099921.272843,17
1638099921.377095,17
1638099921.482511,18
1638099921.587410,19
1638099921.691170,19
1638099921.798892,20
1638099921.907587,20
1638099922.011492,20
1638099922.115490,18
1638099922.218658,16
1638099922.323007,18
1638099922.427689,18
1638099922.531779,17
1638099922.635743,13
1638099922.740079,15
1638099922.847774,15
1638099922.959312,16
1638099923.062842,16
1638099923.166090,17
1638099923.270367,17
1638099923.374153,18
1638099923.477762,18
1638099923.583479,18
1638099923.688587,19
1638099923.791994,20
1638099923.898861,12
1638099924.002954,13
1638099924.106786,14
1638099924.209703,14
1638099924.313406,15
1638099924.417937,16
1638099924.521727,16
1638099924.626050,17
1638099924.730129,18
1638099924.834230,20
1638099924.938325,20
1638099925.041552,12
1638099925.145503,13
1638099925.249313,16
1638099925.361972,17
1638099925.467575,16
1638099925.570663,13
1638099925.675116,14
1638099925.781467,14
1638099925.884826,15
1638099925.988498,16
1638099926.091685,16
1638099926.196070,17
1638099926.300075,16
1638099926.404618,18
1638099926.508228,18
1638099926.614148,19
1638099926.718198,19
1638099926.823234,19
1638099926.926769,11
1638099927.031588,13
1638099927.136989,13
1638099927.241004,14
1638099927.344896,15
1638099927.448972,16
1638099927.553800,20
1638099927.658211,20
1638099927.762221,12
1638099927.866064,12
1638099927.973196,14
1638099928.076993,15
1638099928.188606,17
1638099928.293924,17
1638099928.401981,13
1638099928.510364,14
1638099928.614437,14
1638099928.718784,15
1638099928.823023,16
1638099928.927257,15
1638099929.031253,17
1638099929.134453,17
1638099929.239228,18
1638099929.345890,18
1638099929.449597,19
1638099929.553942,20
1638099929.664947,20
1638099929.768664,17
1638099929.873996,12
1638099929.980465,13
1638099930.084594,14
1638099930.194062,15
1638099930.298774,15
1638099930.402675,20
1638099930.506385,20
1638099930.614017,11
1638099930.718089,11
1638099930.822037,13
1638099930.925797,14
1638099931.031704,15
1638099931.135658,14
1638099931.240564,13
1638099931.345404,14
1638099931.449493,14
1638099931.558098,15
1638099931.661632,16
1638099931.764857,16
1638099931.871301,17
1638099931.977165,17
1638099932.081501,18
1638099932.185495,19
1638099932.290104,19
1638099932.396234,20
1638099932.500662,17
1638099932.606098,12
1638099932.710336,13
1638099932.814867,14
1638099932.921911,14
1638099933.025637,15
1638099933.129904,16
1638099933.234005,20
1638099933.343024,14
1638099933.446928,8
1638099933.550428,10
1638099933.653817,10
1638099933.758021,8
1638099933.861993,9
1638099933.965719,10
1638099934.069916,11
1638099934.173604,12
1638099934.281399,13
1638099934.386064,13
1638099934.490247,14
1638099934.594363,15
1638099934.697531,15
1638099934.801631,16
1638099934.913528,17
1638099935.018553,17
1638099935.122297,18
1638099935.229967,19
1638099935.335706,20
1638099935.439134,20
1638099935.543457,20
1638099935.646653,12
1638099935.750539,20
1638099935.856754,17
1638099935.960446,12
1638099936.064339,5
1638099936.169940,6
1638099936.273973,8
1638099936.382073,9
1638099936.487710,9
1638099936.591694,11
1638099936.695508,12
1638099936.800077,12
1638099936.904710,13
1638099937.008990,14
1638099937.113177,15
1638099937.216407,15
1638099937.321750,16
1638099937.424972,17
1638099937.530876,17
1638099937.634661,18
1638099937.738588,18
1638099937.843273,19
1638099937.947065,19
1638099938.059865,17
1638099938.163724,19
1638099938.267624,12
1638099938.373007,14
1638099938.477250,8
1638099938.581269,9
1638099938.690769,10
1638099938.795541,11
1638099938.900829,12
1638099939.004778,13
1638099939.109147,13
1638099939.213084,14
1638099939.316668,15
1638099939.420445,15
1638099939.524583,16
1638099939.628469,17
1638099939.732844,17
1638099939.836980,18
1638099939.941188,18
1638099940.046545,19
1638099940.149646,20
1638099940.253181,20
1638099940.357285,20
1638099940.460965,18
1638099940.567087,7
1638099940.670062,8
1638099940.792624,10
1638099940.918047,11
1638099941.025920,12
1638099941.129634,12
1638099941.234946,13
1638099941.339632,14
1638099941.446321,15
1638099941.550906,20
1638099941.657442,20
1638099941.761467,7
1638099941.865375,9
1638099941.969425,11
1638099942.072707,8
1638099942.177448,9
1638099942.282876,10
1638099942.386486,11
1638099942.489813,12
1638099942.595905,13
1638099942.699734,13
1638099942.803546,14
1638099942.906597,15
1638099943.010233,15
1638099943.114417,16
1638099943.217401,17
1638099943.321281,17
1638099943.425010,18
1638099943.528802,18
1638099943.633770,19
1638099943.737825,20
1638099943.841796,20
1638099943.945677,20
1638099944.049063,20
1638099944.154531,11
1638099944.258751,7
1638099944.363596,9
1638099944.466687,10
1638099944.574755,11
1638099944.679023,12
1638099944.783222,13
1638099944.887423,14
1638099944.996775,15
1638099945.102385,16
1638099945.206136,20
1638099945.309411,20
1638099945.412525,16
1638099945.516917,13
1638099945.621336,14
1638099945.727260,14
1638099945.832620,11
1638099945.937283,12
1638099946.042398,13
1638099946.147383,14
1638099946.252876,14
1638099946.357702,15
1638099946.463135,16
1638099946.568196,16
1638099946.672355,17
1638099946.776597,17
1638099946.881175,18
1638099946.987017,19
1638099947.091264,19
1638099947.196687,20
1638099947.301093,18
1638099947.405741,11
1638099947.510333,13
1638099947.614320,14
1638099947.718536,15
1638099947.823226,20
1638099947.927829,15
1638099948.032199,13
1638099948.136500,15
1638099948.240730,17
1638099948.348907,11
1638099948.453477,11
1638099948.556875,13
1638099948.660730,14
1638099948.766516,13
1638099948.869716,14
1638099948.973656,15
1638099949.080580,15
1638099949.184973,16
1638099949.288460,17
1638099949.393390,17
1638099949.498146,18
1638099949.602574,18
1638099949.706068,19
1638099949.810065,19
1638099949.915121,20
1638099950.022216,20
1638099950.125602,20
1638099950.230263,6
1638099950.335403,18
1638099950.439133,20
1638099950.543190,20
1638099950.648888,5
1638099950.753219,7
1638099950.859235,8
1638099950.962986,9
1638099951.070036,10
1638099951.173962,11
1638099951.277933,12
1638099951.381971,14
1638099951.485826,14
1638099951.589472,15
1638099951.694719,17
1638099951.798571,16
1638099951.902645,17
1638099952.006537,18
1638099952.117788,18
1638099952.221232,19
1638099952.324774,19
1638099952.429240,20
1638099952.532240,20
1638099952.636415,20
1638099952.740931,20
1638099952.845773,20
1638099952.949697,15
1638099953.053552,20
1638099953.158210,9
1638099953.261668,4
1638099953.371875,6
1638099953.479240,7
1638099953.583732,8
1638099953.689132,9
1638099953.793327,10
1638099953.897958,11
1638099954.002138,12
1638099954.106741,13
1638099954.213959,14
1638099954.318366,14
1638099954.423031,15
1638099954.527359,16
1638099954.631659,16
1638099954.736355,17
