1638099954.841306,18
1638099954.945205,18
1638099955.049711,19
1638099955.154282,20
1638099955.258047,20
1638099955.365967,20
1638099955.470231,20
1638099955.573434,10
1638099955.677875,8
1638099955.782181,9
1638099955.887266,10
1638099955.996569,11
1638099956.099692,12
1638099956.203288,13
1638099956.307118,20
1638099956.411002,20
1638099956.516467,12
1638099956.620396,11
1638099956.726416,14
1638099956.830319,14
1638099956.934638,10
1638099957.038481,11
1638099957.142516,12
1638099957.246305,13
1638099957.352406,14
1638099957.456671,14
1638099957.560995,15
1638099957.666172,16
1638099957.770738,16
1638099957.874674,17
1638099957.978839,17
1638099958.092924,18
1638099958.196816,19
1638099958.300882,20
1638099958.404354,20
1638099958.508166,20
1638099958.614076,20
1638099958.717301,11
1638099958.822280,7
1638099958.925677,16
1638099959.029536,20
1638099959.133378,19
1638099959.236507,4
1638099959.340420,7
1638099959.444899,9
1638099959.550664,9
1638099959.658757,10
1638099959.762631,12
1638099959.868290,11
1638099959.971362,12
1638099960.075283,13
1638099960.181706,14
1638099960.286067,15
1638099960.389912,9
1638099960.498539,0
1638099960.603092,0
1638099960.707781,0
1638099960.811174,0
1638099960.916070,0
1638099961.019764,0
1638099961.123412,0
1638099961.227579,0
1638099961.334407,0
1638099961.438202,0
